TICKER,DURATION,PERIODEND,INDEXNAME,VALUE,CUMULATIVEVALUE,COMMENT,RELEASEDDATE,YOYCHANGE,INDEXHEALTH
MELI,Month,01/09/24,Mercado Libre Transaction Index,5.495755602,221.1808697,,15:00.0,0.220942853,
MELI,Month,01/10/24,Mercado Libre Transaction Index,5.39240028,226.57327,,15:00.0,0.306540756,
MELI,Month,01/11/24,Mercado Libre Transaction Index,5.843156843,232.4164268,,15:00.0,0.260106453,
MELI,Month,01/12/24,Mercado Libre Transaction Index,6.290392856,238.7068197,,15:00.0,0.264414682,
MELI,Month,01/01/25,Mercado Libre Transaction Index,6.824008558,245.5308282,,15:00.0,0.288329679,
MELI,Month,01/02/25,Mercado Libre Transaction Index,6.066896844,251.5977251,,15:00.0,0.27829737,
MELI,Month,01/03/25,Mercado Libre Transaction Index,5.711301931,257.309027,,15:00.0,0.276901729,
MELI,Month,01/04/25,Mercado Libre Transaction Index,6.143520246,263.4525473,,15:00.0,0.316881951,
MELI,Month,01/05/25,Mercado Libre Transaction Index,5.956074682,269.4086219,,15:00.0,0.268683598,
MELI,Month,01/06/25,Mercado Libre Transaction Index,6.736178514,276.1448004,,15:00.0,0.2970474,
MELI,Month,01/07/25,Mercado Libre Transaction Index,7.17680984,283.3216103,,15:00.0,0.394443799,
MELI,Month,01/08/25,Mercado Libre Transaction Index,7.689885632,291.0114959,,15:00.0,0.394332837,
MELI,Month,01/09/25,Mercado Libre Transaction Index,7.869142503,298.8806384,,15:00.0,0.43185816,
MELI,Month,01/05/21,Mercado Pago Transaction Index,1,1,,00:00.0,,
MELI,Month,01/06/21,Mercado Pago Transaction Index,1.126812554,2.126812554,,00:00.0,,
MELI,Month,01/07/21,Mercado Pago Transaction Index,1.155169871,3.281982425,,00:00.0,,
MELI,Month,01/08/21,Mercado Pago Transaction Index,1.291003437,4.572985862,,00:00.0,,
MELI,Month,01/09/21,Mercado Pago Transaction Index,1.341584279,5.914570141,,00:00.0,,
MELI,Month,01/10/21,Mercado Pago Transaction Index,1.390548052,7.305118193,,00:00.0,,
MELI,Month,01/11/21,Mercado Pago Transaction Index,1.503781471,8.808899665,,00:00.0,,
MELI,Month,01/12/21,Mercado Pago Transaction Index,1.541078433,10.3499781,,00:00.0,,
MELI,Month,01/01/22,Mercado Pago Transaction Index,1.716359221,12.06633732,,00:00.0,,
MELI,Month,01/02/22,Mercado Pago Transaction Index,1.597271435,13.66360875,,00:00.0,,
MELI,Month,01/03/22,Mercado Pago Transaction Index,1.568992034,15.23260079,,00:00.0,,
MELI,Month,01/04/22,Mercado Pago Transaction Index,1.802048005,17.03464879,,00:00.0,,
MELI,Month,01/05/22,Mercado Pago Transaction Index,1.772478392,18.80712719,,00:00.0,0.772478392,
MELI,Month,01/06/22,Mercado Pago Transaction Index,1.941684933,20.74881212,,00:00.0,0.723165869,
MELI,Month,01/07/22,Mercado Pago Transaction Index,1.998717589,22.74752971,,00:00.0,0.730236945,
MELI,Month,01/08/22,Mercado Pago Transaction Index,2.101022751,24.84855246,,00:00.0,0.627433895,
MELI,Month,01/09/22,Mercado Pago Transaction Index,2.147919858,26.99647232,,00:00.0,0.60103237,
MELI,Month,01/10/22,Mercado Pago Transaction Index,2.244315198,29.24078752,,00:00.0,0.613978887,
MELI,Month,01/11/22,Mercado Pago Transaction Index,2.405587435,31.64637495,,00:00.0,0.599692164,
MELI,Month,01/12/22,Mercado Pago Transaction Index,2.477305788,34.12368074,,00:00.0,0.60751441,
MELI,Month,01/01/23,Mercado Pago Transaction Index,2.689862834,36.81354357,,15:00.0,0.567191064,
MELI,Month,01/02/23,Mercado Pago Transaction Index,2.529408669,39.34295224,,15:00.0,0.583580983,
MELI,Month,01/03/23,Mercado Pago Transaction Index,2.407201718,41.75015396,,15:00.0,0.534234506,
MELI,Month,01/04/23,Mercado Pago Transaction Index,2.830973899,44.58112786,,15:00.0,0.570975852,
MELI,Month,01/05/23,Mercado Pago Transaction Index,2.782774423,47.36390228,,15:00.0,0.569990605,
MELI,Month,01/06/23,Mercado Pago Transaction Index,3.05906026,50.42296254,,15:00.0,0.575466858,
MELI,Month,01/07/23,Mercado Pago Transaction Index,3.117684415,53.54064696,,15:00.0,0.559842387,
MELI,Month,01/08/23,Mercado Pago Transaction Index,3.404184601,56.94483156,,15:00.0,0.620251184,
MELI,Month,01/09/23,Mercado Pago Transaction Index,3.628903735,60.57373529,,15:00.0,0.689496804,
MELI,Month,01/10/23,Mercado Pago Transaction Index,3.696013999,64.26974929,,15:00.0,0.646833743,
MELI,Month,01/11/23,Mercado Pago Transaction Index,4.017938406,68.2876877,,15:00.0,0.670252491,
MELI,Month,01/12/23,Mercado Pago Transaction Index,4.175643447,72.46333114,,15:00.0,0.685558346,
MELI,Month,01/01/24,Mercado Pago Transaction Index,4.554238663,77.01756981,,15:00.0,0.693111859,
MELI,Month,01/02/24,Mercado Pago Transaction Index,4.301968692,81.3195385,,15:00.0,0.700780402,
MELI,Month,01/03/24,Mercado Pago Transaction Index,4.325102271,85.64464077,,15:00.0,0.796734457,
MELI,Month,01/04/24,Mercado Pago Transaction Index,4.895281943,90.53992271,,15:00.0,0.729186533,
MELI,Month,01/05/24,Mercado Pago Transaction Index,4.84008059,95.3800033,,15:00.0,0.739300372,
MELI,Month,01/06/24,Mercado Pago Transaction Index,5.22001813,100.6000214,,15:00.0,0.706412325,
MELI,Month,01/07/24,Mercado Pago Transaction Index,5.357197124,105.9572186,,15:00.0,0.718325658,
MELI,Month,01/08/24,Mercado Pago Transaction Index,5.824302085,111.7815206,,15:00.0,0.710924279,
MELI,Month,01/09/24,Mercado Pago Transaction Index,6.110492953,117.8920136,,15:00.0,0.683839914,
MELI,Month,01/10/24,Mercado Pago Transaction Index,6.349564162,124.2415778,,15:00.0,0.717949165,
MELI,Month,01/11/24,Mercado Pago Transaction Index,6.768786681,131.0103644,,15:00.0,0.684641724,
MELI,Month,01/12/24,Mercado Pago Transaction Index,6.920916689,137.9312811,,15:00.0,0.657449152,
MELI,Month,01/01/25,Mercado Pago Transaction Index,7.583899319,145.5151804,,15:00.0,0.665239765,
MELI,Month,01/02/25,Mercado Pago Transaction Index,7.100548429,152.6157289,,15:00.0,0.650534659,
MELI,Month,01/03/25,Mercado Pago Transaction Index,6.802406138,159.418135,,15:00.0,0.572773477,
MELI,Month,01/04/25,Mercado Pago Transaction Index,7.641206477,167.0593415,,15:00.0,0.560932867,
MELI,Month,01/05/25,Mercado Pago Transaction Index,7.509995494,174.569337,,15:00.0,0.551626126,
MELI,Month,01/06/25,Mercado Pago Transaction Index,8.351033161,182.9203701,,15:00.0,0.599809225,
MELI,Month,01/07/25,Mercado Pago Transaction Index,8.383925777,191.3042959,,15:00.0,0.564983625,
MELI,Month,01/08/25,Mercado Pago Transaction Index,8.820477289,200.1247732,,15:00.0,0.514426477,
MELI,Month,01/09/25,Mercado Pago Transaction Index,9.273741765,209.398515,,15:00.0,0.517674897,
MELI,Quarter,01/07/18,Mercado Libre Transaction Index,3.049573226,3.049573226,,15:00.0,,
MELI,Quarter,01/10/18,Mercado Libre Transaction Index,3.171951245,6.22152447,,15:00.0,,
MELI,Quarter,01/01/19,Mercado Libre Transaction Index,3.323478152,9.545002623,,15:00.0,,
MELI,Quarter,01/04/19,Mercado Libre Transaction Index,3.179226925,12.72422955,,15:00.0,,
MELI,Quarter,01/07/19,Mercado Libre Transaction Index,3.497552963,16.22178251,,15:00.0,0.146899157,
MELI,Quarter,01/10/19,Mercado Libre Transaction Index,3.924222863,20.14600537,,15:00.0,0.237163676,
MELI,Quarter,01/01/20,Mercado Libre Transaction Index,4.287164553,24.43316993,,15:00.0,0.289963212,
MELI,Quarter,01/04/20,Mercado Libre Transaction Index,4.084942455,28.51811238,,15:00.0,0.284885462,
MELI,Quarter,01/07/20,Mercado Libre Transaction Index,6.912010816,35.4301232,,15:00.0,0.97624193,
MELI,Quarter,01/10/20,Mercado Libre Transaction Index,7.792242001,43.2223652,,15:00.0,0.985677744,
MELI,Quarter,01/01/21,Mercado Libre Transaction Index,8.559670631,51.78203583,,15:00.0,0.996580846,
MELI,Quarter,01/04/21,Mercado Libre Transaction Index,8.119712309,59.90174814,,15:00.0,0.987717672,
MELI,Quarter,01/07/21,Mercado Libre Transaction Index,9.03796076,68.9397089,,15:00.0,0.307573295,
MELI,Quarter,01/10/21,Mercado Libre Transaction Index,9.388334802,78.3280437,,15:00.0,0.20483101,
MELI,Quarter,01/01/22,Mercado Libre Transaction Index,10.33315075,88.66119444,,15:00.0,0.207190229,
MELI,Quarter,01/04/22,Mercado Libre Transaction Index,9.518285941,98.17948038,,15:00.0,0.172244235,
MELI,Quarter,01/07/22,Mercado Libre Transaction Index,9.94280551,108.1222859,,15:00.0,0.10011603,
MELI,Quarter,01/10/22,Mercado Libre Transaction Index,10.27903755,118.4013234,,15:00.0,0.094873347,
MELI,Quarter,01/01/23,Mercado Libre Transaction Index,11.64928914,130.0506126,,15:00.0,0.127370482,
MELI,Quarter,01/04/23,Mercado Libre Transaction Index,11.33057369,141.3811863,,15:00.0,0.190400642,
MELI,Quarter,01/07/23,Mercado Libre Transaction Index,11.99953053,153.3807168,,15:00.0,0.206855602,
MELI,Quarter,01/10/23,Mercado Libre Transaction Index,12.96159244,166.3423092,,15:00.0,0.260973353,
MELI,Quarter,01/01/24,Mercado Libre Transaction Index,14.90876631,181.2510756,,15:00.0,0.279800521,
MELI,Quarter,01/04/24,Mercado Libre Transaction Index,13.88405935,195.1351349,,15:00.0,0.225362433,
MELI,Quarter,01/07/24,Mercado Libre Transaction Index,15.03487876,210.1700137,,15:00.0,0.252955581,
MELI,Quarter,01/10/24,Mercado Libre Transaction Index,16.40325631,226.57327,,15:00.0,0.265527857,
MELI,Quarter,01/01/25,Mercado Libre Transaction Index,18.95755826,245.5308282,,15:00.0,0.271571227,
MELI,Quarter,01/04/25,Mercado Libre Transaction Index,17.92171902,263.4525473,,15:00.0,0.290812619,
MELI,Quarter,01/07/25,Mercado Libre Transaction Index,19.86906304,283.3216103,,15:00.0,0.321531311,
MELI,Quarter,01/07/21,Mercado Pago Transaction Index,3.281982425,3.281982425,,15:00.0,,
MELI,Quarter,01/10/21,Mercado Pago Transaction Index,4.023135768,7.305118193,,15:00.0,,
MELI,Quarter,01/01/22,Mercado Pago Transaction Index,4.761219125,12.06633732,,15:00.0,,
MELI,Quarter,01/04/22,Mercado Pago Transaction Index,4.968311474,17.03464879,,15:00.0,,
MELI,Quarter,01/07/22,Mercado Pago Transaction Index,5.712880914,22.74752971,,15:00.0,0.740679923,
MELI,Quarter,01/10/22,Mercado Pago Transaction Index,6.493257808,29.24078752,,15:00.0,0.613979289,
MELI,Quarter,01/01/23,Mercado Pago Transaction Index,7.572756057,36.81354357,,15:00.0,0.590507779,
MELI,Quarter,01/04/23,Mercado Pago Transaction Index,7.767584287,44.58112786,,15:00.0,0.563425387,
MELI,Quarter,01/07/23,Mercado Pago Transaction Index,8.959519098,53.54064696,,15:00.0,0.568301393,
MELI,Quarter,01/10/23,Mercado Pago Transaction Index,10.72910234,64.26974929,,15:00.0,0.652345041,
MELI,Quarter,01/01/24,Mercado Pago Transaction Index,12.74782052,77.01756981,,15:00.0,0.683379264,
MELI,Quarter,01/04/24,Mercado Pago Transaction Index,13.52235291,90.53992271,,15:00.0,0.7408698,
MELI,Quarter,01/07/24,Mercado Pago Transaction Index,15.41729584,105.9572186,,15:00.0,0.720772697,
MELI,Quarter,01/10/24,Mercado Pago Transaction Index,18.2843592,124.2415778,,15:00.0,0.704183503,
MELI,Quarter,01/01/25,Mercado Pago Transaction Index,21.27360269,145.5151804,,15:00.0,0.668803123,
MELI,Quarter,01/04/25,Mercado Pago Transaction Index,21.54416104,167.0593415,,15:00.0,0.593225764,
MELI,Quarter,01/07/25,Mercado Pago Transaction Index,24.24495443,191.3042959,,15:00.0,0.572581514,
MELI,Week,11/04/23,Mercado Libre Transaction Index,0.8226184,142.6489584,,15:00.0,,
MELI,Week,18/04/23,Mercado Libre Transaction Index,0.91068003,143.4715768,,15:00.0,,
MELI,Week,25/04/23,Mercado Libre Transaction Index,0.881345454,144.3822568,,15:00.0,,
MELI,Week,02/05/23,Mercado Libre Transaction Index,0.828978817,145.2636022,,15:00.0,,
MELI,Week,09/05/23,Mercado Libre Transaction Index,1.021208293,146.0925811,,15:00.0,,
MELI,Week,16/05/23,Mercado Libre Transaction Index,0.916846909,147.1137894,,15:00.0,,
MELI,Week,23/05/23,Mercado Libre Transaction Index,0.899001473,148.0127908,,15:00.0,,
MELI,Week,30/05/23,Mercado Libre Transaction Index,0.901412705,148.9142035,,15:00.0,,
MELI,Week,06/06/23,Mercado Libre Transaction Index,1.041387096,149.9555906,,15:00.0,,
MELI,Week,13/06/23,Mercado Libre Transaction Index,1.003241048,150.9588317,,15:00.0,,
MELI,Week,20/06/23,Mercado Libre Transaction Index,0.968381611,151.9272133,,15:00.0,,
MELI,Week,27/06/23,Mercado Libre Transaction Index,0.865478495,152.7926918,,15:00.0,,
MELI,Week,04/07/23,Mercado Libre Transaction Index,0.951358708,153.7440505,,15:00.0,,
MELI,Week,11/07/23,Mercado Libre Transaction Index,0.991981258,154.7360317,,15:00.0,,
MELI,Week,18/07/23,Mercado Libre Transaction Index,1.050776736,155.7868085,,15:00.0,,
MELI,Week,25/07/23,Mercado Libre Transaction Index,0.973872571,156.7606811,,15:00.0,,
MELI,Week,01/08/23,Mercado Libre Transaction Index,0.953154528,157.7138356,,15:00.0,,
MELI,Week,08/08/23,Mercado Libre Transaction Index,1.064918206,158.7787538,,15:00.0,,
MELI,Week,15/08/23,Mercado Libre Transaction Index,1.05954349,159.8382973,,15:00.0,,
MELI,Week,22/08/23,Mercado Libre Transaction Index,0.96835129,160.8066486,,15:00.0,,
MELI,Week,29/08/23,Mercado Libre Transaction Index,0.926563982,161.7332126,,15:00.0,,
MELI,Week,05/09/23,Mercado Libre Transaction Index,0.986342118,162.7195547,,15:00.0,,
MELI,Week,12/09/23,Mercado Libre Transaction Index,0.986582567,163.7061372,,15:00.0,,
MELI,Week,19/09/23,Mercado Libre Transaction Index,1.000702749,164.70684,,15:00.0,,
MELI,Week,26/09/23,Mercado Libre Transaction Index,0.908475142,165.6153151,,15:00.0,,
MELI,Week,03/10/23,Mercado Libre Transaction Index,1.031577882,166.646893,,15:00.0,,
MELI,Week,10/10/23,Mercado Libre Transaction Index,1.122270069,167.7691631,,15:00.0,,
MELI,Week,17/10/23,Mercado Libre Transaction Index,0.985017709,168.7541808,,15:00.0,,
MELI,Week,24/10/23,Mercado Libre Transaction Index,1.047020374,169.8012012,,15:00.0,,
MELI,Week,31/10/23,Mercado Libre Transaction Index,1.055045441,170.8562466,,15:00.0,,
MELI,Week,07/11/23,Mercado Libre Transaction Index,0.960984409,171.817231,,15:00.0,,
MELI,Week,14/11/23,Mercado Libre Transaction Index,1.170155165,172.9873862,,15:00.0,,
MELI,Week,21/11/23,Mercado Libre Transaction Index,1.17669146,174.1640776,,15:00.0,,
MELI,Week,28/11/23,Mercado Libre Transaction Index,1.259396274,175.4234739,,15:00.0,,
MELI,Week,05/12/23,Mercado Libre Transaction Index,1.182771185,176.6062451,,15:00.0,,
MELI,Week,12/12/23,Mercado Libre Transaction Index,1.40901429,178.0152594,,15:00.0,,
MELI,Week,19/12/23,Mercado Libre Transaction Index,1.376500124,179.3917595,,15:00.0,,
MELI,Week,26/12/23,Mercado Libre Transaction Index,1.071059427,180.4628189,,15:00.0,,
MELI,Week,02/01/24,Mercado Libre Transaction Index,0.858800447,181.3216194,,15:00.0,,
MELI,Week,09/01/24,Mercado Libre Transaction Index,1.146627441,182.4682468,,15:00.0,,
MELI,Week,16/01/24,Mercado Libre Transaction Index,1.099294127,183.5675409,,15:00.0,,
MELI,Week,23/01/24,Mercado Libre Transaction Index,1.035099059,184.60264,,15:00.0,,
MELI,Week,30/01/24,Mercado Libre Transaction Index,1.082813278,185.6854533,,15:00.0,,
MELI,Week,06/02/24,Mercado Libre Transaction Index,1.079480309,186.7649336,,15:00.0,,
MELI,Week,13/02/24,Mercado Libre Transaction Index,1.058194704,187.8231283,,15:00.0,,
MELI,Week,20/02/24,Mercado Libre Transaction Index,1.106975325,188.9301036,,15:00.0,,
MELI,Week,27/02/24,Mercado Libre Transaction Index,1.078432177,190.0085358,,15:00.0,,
MELI,Week,05/03/24,Mercado Libre Transaction Index,1.069448916,191.0779847,,15:00.0,,
MELI,Week,12/03/24,Mercado Libre Transaction Index,1.120823118,192.1988078,,15:00.0,,
MELI,Week,19/03/24,Mercado Libre Transaction Index,1.098424903,193.2972327,,15:00.0,,
MELI,Week,26/03/24,Mercado Libre Transaction Index,1.049647823,194.3468806,,15:00.0,,
MELI,Week,02/04/24,Mercado Libre Transaction Index,0.929274777,195.2761553,,15:00.0,,
MELI,Week,09/04/24,Mercado Libre Transaction Index,1.127117034,196.4032724,,15:00.0,0.370157821,
MELI,Week,16/04/24,Mercado Libre Transaction Index,1.09324624,197.4965186,,15:00.0,0.200472398,
MELI,Week,23/04/24,Mercado Libre Transaction Index,1.108679867,198.6051985,,15:00.0,0.257940189,
MELI,Week,30/04/24,Mercado Libre Transaction Index,1.054589103,199.6597876,,15:00.0,0.272154465,
MELI,Week,07/05/24,Mercado Libre Transaction Index,1.078994694,200.7387823,,15:00.0,0.056586302,
MELI,Week,14/05/24,Mercado Libre Transaction Index,1.189892883,201.9286752,,15:00.0,0.297809778,
MELI,Week,21/05/24,Mercado Libre Transaction Index,1.286611171,203.2152863,,15:00.0,0.431155798,
MELI,Week,28/05/24,Mercado Libre Transaction Index,1.175074913,204.3903612,,15:00.0,0.303592579,
MELI,Week,04/06/24,Mercado Libre Transaction Index,1.158696662,205.5490579,,15:00.0,0.112647416,
MELI,Week,11/06/24,Mercado Libre Transaction Index,1.268361179,206.8174191,,15:00.0,0.264263639,
MELI,Week,18/06/24,Mercado Libre Transaction Index,1.211178971,208.0285981,,15:00.0,0.250724878,
MELI,Week,25/06/24,Mercado Libre Transaction Index,1.129395325,209.1579934,,15:00.0,0.304937479,
MELI,Week,02/07/24,Mercado Libre Transaction Index,1.196476377,210.3544698,,15:00.0,0.257650102,
MELI,Week,09/07/24,Mercado Libre Transaction Index,1.322278528,211.6767483,,15:00.0,0.332967249,
MELI,Week,16/07/24,Mercado Libre Transaction Index,1.203524049,212.8802723,,15:00.0,0.145366098,
MELI,Week,23/07/24,Mercado Libre Transaction Index,1.261154404,214.1414267,,15:00.0,0.29498914,
MELI,Week,30/07/24,Mercado Libre Transaction Index,1.167668558,215.3090953,,15:00.0,0.225056929,
MELI,Week,06/08/24,Mercado Libre Transaction Index,1.23221632,216.5413116,,15:00.0,0.157099497,
MELI,Week,13/08/24,Mercado Libre Transaction Index,1.314388786,217.8557004,,15:00.0,0.240523677,
MELI,Week,20/08/24,Mercado Libre Transaction Index,1.268548475,219.1242489,,15:00.0,0.310008556,
MELI,Week,27/08/24,Mercado Libre Transaction Index,1.221962196,220.3462111,,15:00.0,0.318810379,
MELI,Week,03/09/24,Mercado Libre Transaction Index,1.193813104,221.5400242,,15:00.0,0.210343837,
MELI,Week,10/09/24,Mercado Libre Transaction Index,1.306413847,222.846438,,15:00.0,0.324180957,
MELI,Week,17/09/24,Mercado Libre Transaction Index,1.288597448,224.1350355,,15:00.0,0.287692524,
MELI,Week,24/09/24,Mercado Libre Transaction Index,1.204070109,225.3391056,,15:00.0,0.325374855,
MELI,Week,01/10/24,Mercado Libre Transaction Index,1.234164392,226.57327,,15:00.0,0.196385085,
MELI,Week,08/10/24,Mercado Libre Transaction Index,1.290397042,227.863667,,15:00.0,0.149809728,
MELI,Week,15/10/24,Mercado Libre Transaction Index,1.369671789,229.2333388,,15:00.0,0.390504736,
MELI,Week,22/10/24,Mercado Libre Transaction Index,1.338787557,230.5721264,,15:00.0,0.278664284,
MELI,Week,29/10/24,Mercado Libre Transaction Index,1.222618187,231.7947445,,15:00.0,0.158829885,
MELI,Week,05/11/24,Mercado Libre Transaction Index,1.323204745,233.1179493,,15:00.0,0.37692634,
MELI,Week,12/11/24,Mercado Libre Transaction Index,1.470874367,234.5888237,,15:00.0,0.256990877,
MELI,Week,19/11/24,Mercado Libre Transaction Index,1.531381027,236.1202047,,15:00.0,0.301429541,
MELI,Week,26/11/24,Mercado Libre Transaction Index,1.403425509,237.5236302,,15:00.0,0.114363713,
MELI,Week,03/12/24,Mercado Libre Transaction Index,1.715219618,239.2388498,,15:00.0,0.450170278,
MELI,Week,10/12/24,Mercado Libre Transaction Index,1.703891416,240.9427412,,15:00.0,0.209279018,
MELI,Week,17/12/24,Mercado Libre Transaction Index,1.800642057,242.7433833,,15:00.0,0.308130691,
MELI,Week,24/12/24,Mercado Libre Transaction Index,1.596062494,244.3394458,,15:00.0,0.490171744,
MELI,Week,31/12/24,Mercado Libre Transaction Index,1.05667916,245.3961249,,15:00.0,0.230412914,
MELI,Week,07/01/25,Mercado Libre Transaction Index,1.214227143,246.6103521,,15:00.0,0.058955245,
MELI,Week,14/01/25,Mercado Libre Transaction Index,1.433629631,248.0439817,,15:00.0,0.304136533,
MELI,Week,21/01/25,Mercado Libre Transaction Index,1.383614192,249.4275959,,15:00.0,0.336697373,
MELI,Week,28/01/25,Mercado Libre Transaction Index,1.305460909,250.7330568,,15:00.0,0.205619598,
MELI,Week,04/02/25,Mercado Libre Transaction Index,1.38864677,252.1217036,,15:00.0,0.286403057,
MELI,Week,11/02/25,Mercado Libre Transaction Index,1.448488254,253.5701918,,15:00.0,0.368829619,
MELI,Week,18/02/25,Mercado Libre Transaction Index,1.49331071,255.0635026,,15:00.0,0.349000901,
MELI,Week,25/02/25,Mercado Libre Transaction Index,1.402844251,256.4663468,,15:00.0,0.300818244,
MELI,Week,04/03/25,Mercado Libre Transaction Index,1.322779468,257.7891263,,15:00.0,0.236879525,
MELI,Week,11/03/25,Mercado Libre Transaction Index,1.367707117,259.1568334,,15:00.0,0.22027026,
MELI,Week,18/03/25,Mercado Libre Transaction Index,1.544261599,260.701095,,15:00.0,0.405887279,
MELI,Week,25/03/25,Mercado Libre Transaction Index,1.333786158,262.0348811,,15:00.0,0.270698733,
MELI,Week,01/04/25,Mercado Libre Transaction Index,1.417666106,263.4525473,,15:00.0,0.525561805,
MELI,Week,08/04/25,Mercado Libre Transaction Index,1.508158192,264.9607054,,15:00.0,0.338067075,
MELI,Week,15/04/25,Mercado Libre Transaction Index,1.432931858,266.3936373,,15:00.0,0.310712817,
MELI,Week,22/04/25,Mercado Libre Transaction Index,1.244350401,267.6379877,,15:00.0,0.122371243,
MELI,Week,29/04/25,Mercado Libre Transaction Index,1.395844776,269.0338325,,15:00.0,0.323591124,
MELI,Week,06/05/25,Mercado Libre Transaction Index,1.358988856,270.3928213,,15:00.0,0.259495402,
MELI,Week,13/05/25,Mercado Libre Transaction Index,1.545249751,271.9380711,,15:00.0,0.298646099,
MELI,Week,20/05/25,Mercado Libre Transaction Index,1.601257449,273.5393285,,15:00.0,0.244554288,
MELI,Week,27/05/25,Mercado Libre Transaction Index,1.455175234,274.9945038,,15:00.0,0.238368055,
MELI,Week,03/06/25,Mercado Libre Transaction Index,1.631380795,276.6258846,,15:00.0,0.407944676,
MELI,Week,10/06/25,Mercado Libre Transaction Index,1.836045108,278.4619297,,15:00.0,0.447572772,
MELI,Week,17/06/25,Mercado Libre Transaction Index,1.69660198,280.1585317,,15:00.0,0.400785532,
MELI,Week,24/06/25,Mercado Libre Transaction Index,1.555962181,281.7144938,,15:00.0,0.377694902,
MELI,Week,01/07/25,Mercado Libre Transaction Index,1.607116455,283.3216103,,15:00.0,0.343207845,
MELI,Week,08/07/25,Mercado Libre Transaction Index,1.832434245,285.1540445,,15:00.0,0.385815625,
MELI,Week,15/07/25,Mercado Libre Transaction Index,1.715890513,286.869935,,15:00.0,0.425721832,
MELI,Week,22/07/25,Mercado Libre Transaction Index,1.761090096,288.6310251,,15:00.0,0.39641117,
MELI,Week,29/07/25,Mercado Libre Transaction Index,1.594594493,290.2256196,,15:00.0,0.365622532,
MELI,Week,05/08/25,Mercado Libre Transaction Index,1.76715318,291.9927728,,15:00.0,0.43412577,
MELI,Week,12/08/25,Mercado Libre Transaction Index,1.86091712,293.8536899,,15:00.0,0.415804167,
MELI,Week,19/08/25,Mercado Libre Transaction Index,1.853567875,295.7072578,,15:00.0,0.461172286,
MELI,Week,26/08/25,Mercado Libre Transaction Index,1.707487227,297.414745,,15:00.0,0.397332285,
MELI,Week,02/09/25,Mercado Libre Transaction Index,1.771276388,299.1860214,,15:00.0,0.483713307,
MELI,Week,11/04/23,Mercado Pago Transaction Index,0.686136785,45.54122174,,15:00.0,,
MELI,Week,18/04/23,Mercado Pago Transaction Index,0.649301849,46.22735852,,15:00.0,,
MELI,Week,25/04/23,Mercado Pago Transaction Index,0.650129531,46.87666037,,15:00.0,,
MELI,Week,02/05/23,Mercado Pago Transaction Index,0.634292245,47.5267899,,15:00.0,,
MELI,Week,09/05/23,Mercado Pago Transaction Index,0.747025186,48.16108215,,15:00.0,,
MELI,Week,16/05/23,Mercado Pago Transaction Index,0.698283329,48.90810733,,15:00.0,,
MELI,Week,23/05/23,Mercado Pago Transaction Index,0.674086335,49.58219367,,15:00.0,,
MELI,Week,30/05/23,Mercado Pago Transaction Index,0.640876512,50.22307018,,15:00.0,,
MELI,Week,06/06/23,Mercado Pago Transaction Index,0.719191375,50.94226156,,15:00.0,,
MELI,Week,13/06/23,Mercado Pago Transaction Index,0.783116166,51.72537772,,15:00.0,,
MELI,Week,20/06/23,Mercado Pago Transaction Index,0.698562081,52.4239398,,15:00.0,,
MELI,Week,27/06/23,Mercado Pago Transaction Index,0.691264858,53.11520466,,15:00.0,,
MELI,Week,04/07/23,Mercado Pago Transaction Index,0.74126741,53.85647207,,15:00.0,,
MELI,Week,11/07/23,Mercado Pago Transaction Index,0.795697842,54.65216991,,15:00.0,,
MELI,Week,18/07/23,Mercado Pago Transaction Index,0.786873935,55.43904385,,15:00.0,,
MELI,Week,25/07/23,Mercado Pago Transaction Index,0.765539936,56.20458378,,15:00.0,,
MELI,Week,01/08/23,Mercado Pago Transaction Index,0.740247776,56.94483156,,15:00.0,,
MELI,Week,08/08/23,Mercado Pago Transaction Index,0.878369964,57.82320152,,15:00.0,,
MELI,Week,15/08/23,Mercado Pago Transaction Index,0.843693742,58.66689526,,15:00.0,,
MELI,Week,22/08/23,Mercado Pago Transaction Index,0.791995147,59.45889041,,15:00.0,,
MELI,Week,29/08/23,Mercado Pago Transaction Index,0.749250887,60.2081413,,15:00.0,,
MELI,Week,05/09/23,Mercado Pago Transaction Index,0.832101527,61.04024283,,15:00.0,,
MELI,Week,12/09/23,Mercado Pago Transaction Index,0.909042088,61.94928491,,15:00.0,,
MELI,Week,19/09/23,Mercado Pago Transaction Index,0.879980899,62.82926581,,15:00.0,,
MELI,Week,26/09/23,Mercado Pago Transaction Index,0.779278277,63.60854409,,15:00.0,,
MELI,Week,03/10/23,Mercado Pago Transaction Index,0.910699684,64.51924377,,15:00.0,,
MELI,Week,10/10/23,Mercado Pago Transaction Index,0.969583769,65.48882754,,15:00.0,,
MELI,Week,17/10/23,Mercado Pago Transaction Index,0.913333363,66.40216091,,15:00.0,,
MELI,Week,24/10/23,Mercado Pago Transaction Index,0.901848653,67.30400956,,15:00.0,,
MELI,Week,31/10/23,Mercado Pago Transaction Index,0.870164894,68.17417445,,15:00.0,,
MELI,Week,07/11/23,Mercado Pago Transaction Index,0.956284956,69.13045941,,15:00.0,,
MELI,Week,14/11/23,Mercado Pago Transaction Index,1.009802875,70.14026228,,15:00.0,,
MELI,Week,21/11/23,Mercado Pago Transaction Index,0.936964035,71.07722632,,15:00.0,,
